,show_id,type,country,date_added,release_year,rating,listed_in,description,Albania,Argentina,Australia,Austria,Belgium,Brazil,Canada,Chile,China,Czech Republic,France,Georgia,Germany,Hungary,India,Ireland,Italy,Japan,Kosovo,Luxembourg,Malaysia,Mexico,Netherlands,New Zealand,Poland,Spain,Sweden,Switzerland,United Kingdom,United States,Action/Adventure,Animation,Anthology,Buddy,Comedy,Crime/Mystery/Thriller,Documentary,Drama,Family,Movies,Music/Musical,Romance,Sci-Fi/Fantasy,Sports
933,s2604,Movie,1,2021-01-01 00:00:00,2021-01-01 00:00:00,13+,1,A gripping tale of an investigation and a family which is threatened by it. Will Georgekutty be able to protect his family this time?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
934,s2611,TV Show,0,2019-01-01 00:00:00,2019-01-01 00:00:00,ALL,2,"In the world of Dragon Quest Builders, master builders are a sought after commodity. With the power to shape the world around them, they can fight monsters, build shelters and foster communities. Join Mega Mike on his journey to bring a deserted island back to its former glory. Will he prevail over the forces of darkness?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
935,s2613,Movie,0,2019-01-01 00:00:00,2019-01-01 00:00:00,ALL,1,Come on down to Dr. Poppy's Pet Rescue Centre and learn about the amazing animals who come to visit. Dr. Poppy is a brilliant vet who with the help of her robot friend Robbo helps any animal in need. Dr. Poppy's Pet Rescue is a fun place for poorly pets to be treated and where children can learn all about animals.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
936,s2617,Movie,0,2020-01-01 00:00:00,2020-01-01 00:00:00,18+,1,"Tyrone (Pastor Troy), is released from prison early and returns to his hood. While his girl, Anetra (Malan Boykin) stayed true, her brush with the King of Bankhead (Shawty Lo) threatens the couple's chance at rebuilding their lives.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
937,s2622,Movie,0,2018-01-01 00:00:00,2018-01-01 00:00:00,,1,"When a black baby is born to white parents, a family's life is torn apart as secrets are revealed, their love is tested and the legacy of racism in America hits home.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
938,s2624,TV Show,0,2019-01-01 00:00:00,2019-01-01 00:00:00,TV-NR,1,"In Japan's Warring States period, Lord Daigo Kagemitsu makes a pact with 12 demons, exchanging his unborn son for the prosperity of his lands. The child is born malformed and is set adrift in a river, while Kagemitsu's lands thrive as promised. Years later, young thief Dororo encounters the mysterious ""Hyakkimaru"", a boy whose arms are blades and whose visionless eyes seem able to see monsters.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
939,s2628,Movie,0,2020-01-01 00:00:00,2020-01-01 00:00:00,18+,1,"Following the murder of a young girl fifteen years ago, a reformed man is released from an asylum to his family home: a long-abandoned hotel. When social workers pay a routine visit, this sparks a savage all-out assault by masked intruders.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
940,s2629,Movie,0,2020-01-01 00:00:00,2020-01-01 00:00:00,16+,1,"There are tales all around the world of big, hairy, bipedal, ape-like creatures that dwell in the wilderness and leave footprints. But whatever you do, don't call them Bigfoot. From the Patterson - Gimlin film and other sightings to known hoaxes and bigfoot hunters, this documentary delves deep into the mythology, sightings and people who search out these mysterious beings.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
941,s2632,Movie,0,2018-01-01 00:00:00,2018-01-01 00:00:00,,2,"After a deadly virus wipes out most of humanity, the survivors are forced to wait in self-sustaining bunkers with a networked video interface for communication, but one by one, they start mysteriously disappearing.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
942,s2634,TV Show,0,2018-01-01 00:00:00,2018-01-01 00:00:00,ALL,1,"Thousands of dog owners across the UK are now sending theirs dogs to specialised day care centres. We go behind the fence at Bruce's Doggy Day Care in Surrey and Dogs Country Club in Warrington where pedigree breeds mingle with mongrels. At these playgrounds for hounds, dogs take part in a range of entertaining activities from Doga,to aromatherapy massage and good old-fashioned doggy football.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
943,s2636,Movie,0,2019-01-01 00:00:00,2019-01-01 00:00:00,16+,1,"A man wakes up with no memory of his past but the ability to speak dozens of languages fluently After finding a clue about his former self, he will race against time to discover his true identity.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
944,s2651,Movie,0,2018-01-01 00:00:00,2018-01-01 00:00:00,16+,3,"Hailed as one of the most prolific and influential climbers of all time, Fred Beckey has become a cult hero in the outdoor world. Dirtbag: The Legend of Fred Beckey explores in cinematic rapture the unmatched drive, superhuman achievements and enigmatic genius of this man who set the bar for what is possible in an uncompromised existence.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
945,s2653,TV Show,0,2019-01-01 00:00:00,2019-01-01 00:00:00,TV-G,2,"Dinosaurs roamed the earth for over 160 million years, before vanishing into the mists of time. Learn how they lived, communicated, socialized and survived in a world of spewing volcanoes and harsh extremes. Ground-breaking discoveries provide important new insights into these marvelous creatures.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
946,s2658,Movie,0,2020-01-01 00:00:00,2020-01-01 00:00:00,7+,1,"“Dino Dana The Movie” finds 10-year-old Dana, who sees dinosaurs in the real world, completing an experiment that asks where all the kid dinosaurs are. To find the answer, Dana, her older sister Saara, and their new neighbors Mateo and Jadiel go on a dinosaur journey bigger than anything Dana has ever faced before.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
947,s2659,TV Show,2,2020-01-01 00:00:00,2020-01-01 00:00:00,ALL,1,Dana is a 9-year old girl who loves dinosaurs and spends all of her time learning about them. After receiving a book she discovers she can see Dinosaurs in real life.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,
948,s2662,TV Show,0,2020-01-01 00:00:00,2020-01-01 00:00:00,16+,2,"Sri Lankan-born Dilruk Jayasinha is one of the most in-demand headliners on the Australian scene. Whilst his small-screen star continues to soar thanks to his appearances in Utopia and Have You Been Paying Attention?, it is on stage that he flies, with a reputation for consistently nailing his shows – The Art of the Dil; Sri Wanka; and Cheat Days – with his positive, upbeat brand of stand-up.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
949,s2665,TV Show,0,2018-01-01 00:00:00,2018-01-01 00:00:00,NR,1,"A story of Two young musicians fresh out of College in 2004 Banglaore trying to make it. Unfortunately they are not that good. Armed with blind confidence, two guitars and an optimistic band Manager, they set out to do the impossible; convince the world they are as good as they think they are.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
950,s2672,TV Show,0,2019-01-01 00:00:00,2019-01-01 00:00:00,18+,1,"Fresh off the streets of NY, Violetta comes home with a great story. Little by little she begins to share her darkest secrets with Pig, all the while weaving through her double life stuck in Nefas' web. This second season greets us with a complicated trama in which Violetta will try to find justice, always in the company of her Diablo Guardián.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
951,s2673,Movie,0,2020-01-01 00:00:00,2020-01-01 00:00:00,ALL,2,An ancient Martial art form of Tamilnadu is in the verge of extinction. The hero wants to make it popular yet again among the current generation showcasing it's rich values & merits. Will the hero be able to accomplish his desire ?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
952,s2675,Movie,1,2018-01-01 00:00:00,2018-01-01 00:00:00,13+,2,"Set in Rajasthan, this love story explores how the protagonists deal with issues like differences between castes and honor killings.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
953,s2680,TV Show,0,2018-01-01 00:00:00,2018-01-01 00:00:00,TV-14,1,"This series presents the inside stories the most shocking, high profile murder cases told from a unique perspective. For the first time, the detectives who brought the killers to justice describe the twists and turns of each extraordinary case from day one of the investigation to its successful conclusion.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
954,s2686,Movie,0,2020-01-01 00:00:00,2020-01-01 00:00:00,,2,How do you stop a contagious killer microbe? Scientists around the globe are racing to uncover the secrets of the coronavirus behind the COVID-19 pandemic – and using revolutionary techniques to develop lifesaving treatments and vaccines.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
955,s2689,TV Show,0,2021-01-01 00:00:00,2021-01-01 00:00:00,13+,3,Josh Mazerolle and Crew are back again with a new season of Deathwish. This time we start off with an epic off road adventure of 4x4 cars all built on a rat rod budget. Kaylee builds her first junkyard ls swapped vehicle. Josh builds one of the baddest 4x4 cars we have ever seen but misses his deadline. Plus a ton of epic road trips all over the country in barely street legal vehicles.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
956,s2694,Movie,1,2019-01-01 00:00:00,2019-01-01 00:00:00,13+,3,"Dear Comrade is an intense love story between Bobby (Vijay Deverakonda), a student union leader and Lily (Rashmika Mandanna) a state-level cricketer. Bobby has anger management issues, which he needs to overcome and fight for his love.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
957,s2695,TV Show,0,2019-01-01 00:00:00,2019-01-01 00:00:00,ALL,3,"With 26 sealed briefcases full of varying amounts of cash, ranging from a penny to $1m - contestants decide whether to accept an offer of cash from 'the Banker,' in exchange for what might be contained in the contestant's chosen briefcase.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
958,s2699,Movie,0,2019-01-01 00:00:00,2019-01-01 00:00:00,R,1,Captain Kyle Walker (Dolph Lundgren) leads an elite military team to combat zombies and save the world.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
959,s2701,TV Show,0,2018-01-01 00:00:00,2018-01-01 00:00:00,TV-14,2,"In this character-driven crime thriller series, two very different detectives are thrown together to solve a murder before the killer wreaks havoc across Sydney.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
960,s2706,TV Show,1,2020-01-01 00:00:00,2020-01-01 00:00:00,TV-G,2,"We are going to delve into the haute cuisine, together with the actor Juan Echanove. From Amazon Prime Video, we have booked in 8 different restaurants with an unquestionable high standing. In each episode, we’ll get to know their history and their style and ways of making their particular cuisine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,
961,s2712,Movie,0,2019-01-01 00:00:00,2019-01-01 00:00:00,18+,4,"Share the laughter, the tears, the gasps, and the salty language that you've come to know and love. Stare into the abyss one more time until the next time and see what makes David Cross one of the top 400 comics in America today.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
962,s2713,Movie,0,2018-01-01 00:00:00,2018-01-01 00:00:00,13+,3,"It's a story of an honest police officer who is trapped under adverse circumstances. It's is a political thriller driven by crime and politics. The film revolves around the background of a politically volatile state, which shows a politician mafia network, a place of serious crimes, cunning politicians, miserable criminals.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
963,s2714,TV Show,0,2019-01-01 00:00:00,2019-01-01 00:00:00,18+,2,"7 EMMY Nominations and ""One of our best streaming horror TV series"" according to Den of Geek. A genius programmer's mysterious disappearance leads to the reunion of old friends and the discovery that the strange stories she left behind may point to an impending technological crisis. One of the first-ever full-length, independently produced seasons of television.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
964,s2717,Movie,0,2020-01-01 00:00:00,2020-01-01 00:00:00,13+,3,A police officer on a chase to hunt down a dreaded gangster for fulfilling his own secret agenda.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
965,s2718,Movie,0,2020-01-01 00:00:00,2020-01-01 00:00:00,13+,3,A police officer on a chase to hunt down a dreaded gangster for fulfilling his own secret agenda.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
966,s2719,Movie,0,2020-01-01 00:00:00,2020-01-01 00:00:00,13+,3,A police officer on a chase to hunt down a dreaded gangster for fulfilling his own secret agenda.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
967,s2722,TV Show,0,2020-01-01 00:00:00,2020-01-01 00:00:00,TV-Y,1,"Daniel Tiger is playing the snowflake in the Neighborhood’s Snowflake Day show! Then, enjoy a Christmas-themed episode of Odd Squad and other wintery episodes from Molly of Denali and Pinkalicious and Peterrific.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
968,s2723,TV Show,0,2018-01-01 00:00:00,2018-01-01 00:00:00,TV-Y,1,"Join Daniel Tiger as helpers come clean up the Neighborhood after a big storm passes through. Then, enjoy other fun-filled stories from Pinkalicious and Peterrific, Molly of Denali and more!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
969,s2724,TV Show,0,2019-01-01 00:00:00,2019-01-01 00:00:00,TV-Y,1,"Join Daniel Tiger and your other PBS KIDS friends for fun Halloween stories! Watch as Daniel Tiger and Katerina make their costumes for dress up day. Plus, the Halloween fun continues when Xavier Riddle meets a spooky storyteller!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
970,s2740,Movie,0,2019-01-01 00:00:00,2019-01-01 00:00:00,,2,"D-Day at Pointe-Du-Hoc tells the remarkable story of the U.S. Army's 2nd Ranger battalion and their June 6, 1944 mission to destroy six German cannons situated halfway between Omaha and Utah Beaches in Normandy. The film weaves together first-hand accounts, striking drone footage of the English Channel approach and Pointe cliffs, and archival footage of the Rangers preparing for action.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
971,s2745,TV Show,0,2021-01-01 00:00:00,2021-01-01 00:00:00,ALL,2,Why do we hiccup? Why do we have a bellybutton? How does the rain form? Hogi is here to answer all the questions that curiosity can create!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
972,s2746,TV Show,0,2019-01-01 00:00:00,2019-01-01 00:00:00,TV-NR,1,"Catalina Creel, a woman as beautiful as evil, hides a terrible secret she can kill her own family for. A bisexual son, a stepson that tries to bury her and an innocent mislead girl are the pieces that Catalina will move in her lethal game.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
973,s2747,TV Show,0,2018-01-01 00:00:00,2018-01-01 00:00:00,TV-14,1,"""Cultureshock"" takes an in-depth look at the untold stories behind watershed moments in pop culture that have had a lasting impact on our society. Each episode will shed light on the untold stories behind the big, unforgettable moments, helmed by an acclaimed director with the full participation of key players from each story.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
974,s2754,Movie,0,2018-01-01 00:00:00,2018-01-01 00:00:00,13+,2,Based on a horrifying true crime. An autistic teen is tormented by a group of local thugs after he ventures into the woods alone for a camping trip.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
975,s2755,TV Show,0,2019-01-01 00:00:00,2019-01-01 00:00:00,13+,2,"Behind the polished doors of Crown Lake Academy is a world of deceit and gossip, where Eleanor's only ally is an old diary.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
976,s2757,TV Show,0,2018-01-01 00:00:00,2018-01-01 00:00:00,TV-PG,2,"Go behind the scenes with today's most exciting ""master of surreality"". A cross between Harry Houdini, Cirque du Soleil and Fear Factor, each mind-boggling episode of Criss Angel Mindfreak captures the creative genius Criss Angel at work, preparing and training for his often death-defying demonstrations.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
977,s2764,TV Show,0,2019-01-01 00:00:00,2019-01-01 00:00:00,ALL,1,"Follow the adventures of Arty, and his inspirational sidekick Epiphany as they soar through the Creative Galaxy fixing problems – with art! Whether it's saving the day with mixed media art, creative snacks- or even slime!- Arty always discovers new ways to come to the rescue for his family and friends.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
978,s2768,Movie,0,2020-01-01 00:00:00,2020-01-01 00:00:00,R,1,"Inspired by the life of Hank Garland, CRAZY is the story of a legendary guitar player who emerged from Nashville in the 1950's.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
979,s2770,TV Show,0,2019-01-01 00:00:00,2019-01-01 00:00:00,18+,1,"This is an inside look at Emmy and Peabody Award winning comedian, Craig Ferguson, as he tackles the ups and downs of time on the road, discusses his life and career, and performs his act from the Hobo Fabulous Tour.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
980,s2777,TV Show,0,2019-01-01 00:00:00,2019-01-01 00:00:00,TV-MA,3,"Season Two finds the Crossing closed and each Howard stranded in the other's world. As a cold war escalates between worlds and deepens the divide, both men find themselves growing increasingly like the other.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
981,s2779,TV Show,0,2018-01-01 00:00:00,2018-01-01 00:00:00,ALL,2,"A lot of people are looking to feel more confident in their yoga practice, whether it's finding more stability or flexibility. So as you go through this series you'll find in each video an increase in the challenge difficulty and a common issue that can be addressed, and as you progress you'll feel noticeably stronger, more flexible, you'll have more mobility and you might even lose some weight.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
982,s2780,TV Show,0,2019-01-01 00:00:00,2019-01-01 00:00:00,7+,1,"Everyone is jolly as ever at the Auburn Hollow Christmas Festival of Cheer. Wren, Reynold, Everett and Lucy are thrilled to finally enjoy a holiday without having to worry about saving the universe, but trouble looms when the monster hunter Silvia Razer arrives looking for paranormal activity. With their friends in danger, the kids must use their magic costumes once again and face this new foe.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
983,s2781,Movie,0,2019-01-01 00:00:00,2019-01-01 00:00:00,13+,2,"Three amateur astronomers accidentally intercept what they believe to be a signal from a distant alien civilization, but the truth they uncover is more incredible than any of them dare to believe.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
984,s2787,Movie,0,2020-01-01 00:00:00,2020-01-01 00:00:00,,1,"A special report on the government response to the coronavirus and the human toll investigates the federal response versus Washington State, the outbreak's U.S. epicenter; and in the Midwest, how the outbreak impacts poor children.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
985,s2788,TV Show,0,2018-01-01 00:00:00,2018-01-01 00:00:00,TV-NR,1,"Three Mexican families (the Muñoz from Mérida, the Laras from Mexico City, and the Ramos from Monterrey), their incorrigible appetite and the uproarious situations that follow. Corazon Contento is a playful glimpse at the ups and downs of modern life, and how what we envision as ultimate satisfaction can be distorted by the series of small bites we take along the way.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
986,s2789,Movie,1,2020-01-01 00:00:00,2020-01-01 00:00:00,13+,2,"After being insulted by a rich businessman named Rosario, pandit Jai Kishen teaches him a lesson by getting his daughter married to Raju - a Coolie posing as a millionaire. Soon Raju’s real indentity is exposed but he cooks up a story of having a filthy rich twin. One lie leads to another and things start to go out of hand.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
987,s2796,Movie,0,2021-01-01 00:00:00,2021-01-01 00:00:00,18+,1,"An Urban Tale, Starring Benny the Butcher, depicts a Buffalo New York gangster who struggles to do right after being released from prison. Faced with the dilemmas of life, Hunter declared to never go back to the game that had cost him his freedom. In the process to getting on track he halls in love with a real estate agent but soon confronted with the demons of the past, leaving him conflicted.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
988,s2799,TV Show,0,2020-01-01 00:00:00,2020-01-01 00:00:00,16+,1,"Sebastián, an actor known for just one role he played years ago, is about to get engaged, but life has other plans for him. Just when his life seemed to be all mapped out, he is thrown back in the fold with his long time friends who are bad at relationships. All of the sudden, he goes back to the life he left almost 10 years ago: being single.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
989,s2802,Movie,0,2020-01-01 00:00:00,2020-01-01 00:00:00,18+,1,Four friends in Detroit come together to make it out of poverty by selling drugs. These friends experience the hardship that the drug game brings from the baller-lifestyle to shootouts and deaths of homies. What could go wrong went wrong. As they continue their journey to make it out of the drug business they are faced with challenges that questions their methods. Will they make it out?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
990,s2803,TV Show,1,2020-01-01 00:00:00,2020-01-01 00:00:00,13+,1,"Aspiring comedians compete to become the future of funny in Tamil stand-up comedy. Mentored by the biggest Tamil comedians, find out who will be crowned the winner of Comicstaan Semma Comedy Pa!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
991,s2804,TV Show,1,2019-01-01 00:00:00,2019-01-01 00:00:00,16+,4,"Comicstaan is back with a brand new season! New Contestants, New Judges, New Everything. Find out who will be this year’s next big comic sensation! Watch new episode every Friday.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
992,s2810,Movie,1,2018-01-01 00:00:00,2018-01-01 00:00:00,PG-13,2,Long-term Coldplay collaborator Mat Whitecross blends spectacular live performances with exclusive band interviews and a huge array of previsouly-unseen archive footage to produce ‘A Head Full Of Dreams’- The definitive story of one of the world’s biggest bands.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,
993,s2815,TV Show,0,2021-01-01 00:00:00,2021-01-01 00:00:00,TV-NR,1,"Prior to the 2021 Arnold Palmer Invitational presented by Mastercard, Bryson DeChambeau tested various Cobra Golf drivers and challenged himself to set a swing speed personal record.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
994,s2824,TV Show,0,2021-01-01 00:00:00,2021-01-01 00:00:00,ALL,1,"There’s lots to celebrate this season of Clifford the Big Red Dog! All of Birdwell Island joins together for Clifford’s birthday, shares the love on Valentine’s Day and haunts the island on Halloween. From welcoming a new baby to helping the town through an extraordinary snow day, the friends share life’s special moments while learning the importance of family and celebrating true friendship.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
995,s2828,Movie,0,2020-01-01 00:00:00,2020-01-01 00:00:00,18+,4,"As Instagram's reigning disgraced queen, Claudia Oshry is taking on pop culture, and all that's wrong with it, in an outrageous new stand-up special.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
996,s2831,Movie,0,2019-01-01 00:00:00,2019-01-01 00:00:00,ALL,1,"Compilation of some of the most popular nursery rhymes, like Wheels on the bus, Mary had a little lamb, 5 Little Speckled Frogs, ABC song and more!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
997,s2832,Movie,0,2019-01-01 00:00:00,2019-01-01 00:00:00,ALL,1,"Watching good quality kids' shows can be a great support in a child's development. Enjoy this 30 minute compilation of some of the most well-loved nursery rhymes and kids songs such as 'Wheels On The Bus', 'Twinkle Twinkle Little Star' and a lot more tunes, signed in American Sign Language (ASL).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
998,s2833,Movie,0,2019-01-01 00:00:00,2019-01-01 00:00:00,ALL,1,"In this compilation, enjoy some of Little Baby Bum's most classic and educational nursery rhymes with toddlers and infants such as 'Wheels On The Bus (Babies Edition)', 'Bath Song', and many more!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
