,show_id,type,country,date_added,release_year,rating,listed_in,description,added_delay,Angola,Argentina,Australia,Austria,Botswana,Canada,France,Germany,Guatemala,Hong Kong,India,Japan,Namibia,South Africa,South Korea,United Arab Emirates,United Kingdom,United States,Action/Adventure,Animation,Arts,Comedy,Crime/Mystery/Thriller,Documentary,Drama,Family,International,Music/Musical,Romance,Sci-Fi/Fantasy,Special Interest,Sports,Young Adult Audience
165,s0290,TV Show,0.0,2021-02-26 00:00:00,2019-01-01 00:00:00,TV-G,3.0,"Mickey and his friends explore Singapore and Malaysia’s finest, from food to clothing.","787 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
166,s0291,Movie,1.0,2021-02-26 00:00:00,2021-01-01 00:00:00,TV-G,3.0,A family sits down for a bedtime story and is transported to a forest filled with elemental spirits.,"56 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
167,s0292,Movie,2.0,2021-02-26 00:00:00,2020-01-01 00:00:00,TV-PG,1.0,The story of the Okavango River through the wildlife who dwell amongst its waters.,"422 days, 0:00:00",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
168,s0294,TV Show,1.0,2021-02-26 00:00:00,2021-01-01 00:00:00,TV-PG,3.0,Griffin and his family move to a mysterious town.,"56 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
169,s0298,Movie,1.0,2021-02-19 00:00:00,2021-01-01 00:00:00,PG,2.0,Comic book fan Flora saves a squirrel whose superhero powers bring hope and wonder to her family.,"49 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
170,s0301,TV Show,1.0,2021-02-12 00:00:00,2020-01-01 00:00:00,TV-Y7-FV,3.0,Iron Man and Captain Marvel team up to stop Thanos!,"408 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
171,s0302,Movie,0.0,2021-02-12 00:00:00,2021-01-01 00:00:00,TV-14,2.0,A documentary special exploring the power of identity behind superheroes we know and love today.,"42 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
172,s0305,Movie,2.0,2021-02-05 00:00:00,2019-01-01 00:00:00,TV-PG,2.0,Yoshiki from “X Japan” performs two Disney songs and talks about his music.,"766 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
173,s0306,Movie,1.0,2021-02-05 00:00:00,2020-01-01 00:00:00,TV-PG,1.0,Scientists and Sherpas team up on Mount Everest to install the highest weather station in the world.,"401 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
174,s0307,Movie,2.0,2021-02-05 00:00:00,2020-01-01 00:00:00,TV-PG,2.0,Nory enters the Sage Academy for Magical Studies!,"401 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
175,s0310,Movie,0.0,2021-01-29 00:00:00,2020-01-01 00:00:00,TV-14,1.0,An elite search and rescue team battles to save lives during record-breaking Storm Imelda.,"394 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
176,s0311,TV Show,1.0,2021-01-22 00:00:00,2021-01-01 00:00:00,TV-PG,3.0,Grab a quick snack of Pixar with this collection of mini shorts starring your favorite characters.,"21 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
177,s0312,Movie,0.0,2021-01-22 00:00:00,2018-01-01 00:00:00,TV-PG,1.0,Uganda boasts one of the most diverse landscapes on Earth and wildlife is thriving.,"1117 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
178,s0314,Movie,3.0,2021-01-15 00:00:00,2018-01-01 00:00:00,PG-13,3.0,"Set in Japan, ISLE OF DOGS follows a boy's odyssey in search of his dog.","1110 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
179,s0315,Movie,2.0,2021-01-15 00:00:00,2018-01-01 00:00:00,PG,3.0,Mary Poppins is back to help the Banks family in this reimagined classic.,"1110 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
180,s0316,TV Show,1.0,2021-01-15 00:00:00,2021-01-01 00:00:00,TV-14,3.0,Two super-powered beings living idealized suburban lives suspect that everything is not as it seems.,"14 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
181,s0317,TV Show,1.0,2021-01-08 00:00:00,2020-01-01 00:00:00,TV-G,2.0,Families across America compete in epic dance battles!,"373 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
182,s0319,TV Show,1.0,2021-01-08 00:00:00,2021-01-01 00:00:00,TV-14,3.0,Marvel Studios LEGENDS celebrates the heroes and villains of the highly anticipated Disney+ shows.,"7 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
183,s0321,Movie,1.0,2021-01-01 00:00:00,2018-01-01 00:00:00,TV-PG,1.0,Follow an international team of scientists in Polynesia as they study a school of 700 sharks.,"1096 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
184,s0322,Movie,0.0,2021-01-01 00:00:00,2018-01-01 00:00:00,TV-14,1.0,"In the waters of South Africa, sharks reign supreme.","1096 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
185,s0324,Movie,0.0,2021-01-01 00:00:00,2019-01-01 00:00:00,TV-PG,1.0,Great Shark Chow Down – prepare for a feast of extraordinary shark-feeding events.,"731 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
186,s0326,Movie,1.0,2020-12-25 00:00:00,2020-01-01 00:00:00,G,2.0,A rabbit attempts to dig a burrow and learns there’s no shame in asking for help.,"359 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,s0327,TV Show,1.0,2020-12-25 00:00:00,2020-01-01 00:00:00,TV-14,3.0,COSMOS: POSSIBLE WORLDS continues Carl Sagan’s legacy that began more than 40 years ago.,"359 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
188,s0328,TV Show,1.0,2020-12-25 00:00:00,2020-01-01 00:00:00,TV-PG,3.0,DISNEY GALLERY / STAR WARS: THE MANDALORIAN is a docuseries about the making of The Mandalorian.,"359 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
189,s0330,Movie,1.0,2020-12-25 00:00:00,2020-01-01 00:00:00,PG,3.0,"Jamie Foxx stars in Pixar’s ""Soul,"" a comedy about what makes you... YOU.","359 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
190,s0331,Movie,1.0,2020-12-18 00:00:00,2020-01-01 00:00:00,TV-G,2.0,Set the wintry mood for your holiday celebration with Anna and Elsa’s Arendelle Castle yule log.,"352 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
191,s0332,Movie,1.0,2020-12-18 00:00:00,2020-01-01 00:00:00,TV-PG,1.0,A high-tech archaeological team explores the hidden secrets of Chichen Itza.,"352 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
192,s0333,TV Show,0.0,2020-12-18 00:00:00,2021-01-01 00:00:00,TV-G,2.0,"An inspiring view of Disney Parks few have experienced before, at sunrise. Previously Recorded.","-14 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
193,s0334,Movie,1.0,2020-12-18 00:00:00,2020-01-01 00:00:00,TV-G,2.0,Dive into the waters below and watch the aquatic wildlife from the world of Nemo and Dory.,"352 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
194,s0336,Movie,3.0,2020-12-18 00:00:00,2020-01-01 00:00:00,TV-Y7-FV,3.0,Marinette’s class is headed to New York!,"352 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
195,s0337,TV Show,1.0,2020-12-18 00:00:00,2020-01-01 00:00:00,TV-PG,2.0,On Pointe follows students during a season in the School of American Ballet (SAB) in New York City.,"352 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
196,s0338,TV Show,0.0,2020-12-18 00:00:00,2019-01-01 00:00:00,TV-PG,2.0,"As seen by the Viking gods, the fabled wildernesses of Norway, Finland and Sweden are revealed.","717 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
197,s0339,Movie,1.0,2020-12-11 00:00:00,2020-01-01 00:00:00,TV-G,2.0,DC stars try to save the holidays from Scrooge.,"345 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
198,s0340,Movie,1.0,2020-12-11 00:00:00,2020-01-01 00:00:00,TV-G,1.0,ZOMBIES stars race to save the holiday magic!,"345 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
199,s0342,Movie,1.0,2020-12-11 00:00:00,2020-01-01 00:00:00,TV-G,3.0,The cast of High School Musical: The Musical: The Series celebrates the holidays with music & more!,"345 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
200,s0343,Movie,1.0,2020-12-11 00:00:00,2018-01-01 00:00:00,PG,3.0,Ralph and Vanellope are swept into the internet.,"1075 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
201,s0344,Movie,1.0,2020-12-11 00:00:00,2020-01-01 00:00:00,PG,3.0,A drama inspired by the empowering story of former Clemson University safety Ray McElrathbey.,"345 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
202,s0346,Movie,1.0,2020-12-04 00:00:00,2020-01-01 00:00:00,PG,3.0,An inexperienced fairy godmother-in-training tries to prove that people still need fairy godmothers.,"338 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
203,s0347,Movie,1.0,2020-12-04 00:00:00,2019-01-01 00:00:00,TV-PG,1.0,Marine biologist attempts to get bitten by a deadly tiger shark and survive,"703 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
204,s0348,Movie,3.0,2020-12-04 00:00:00,2020-01-01 00:00:00,PG-13,2.0,A young woman risks it all to be a great Chinese warrior in Disney’s MULAN.,"338 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
205,s0350,Movie,1.0,2020-12-04 00:00:00,2020-01-01 00:00:00,TV-G,2.0,A festive musical event with more Disney melodies and classic holiday songs.,"338 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
206,s0351,Movie,1.0,2020-12-04 00:00:00,2018-01-01 00:00:00,PG,3.0,From Disney comes the reimagined tale of The Nutcracker.,"1068 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
207,s0353,Movie,1.0,2020-11-27 00:00:00,2020-01-01 00:00:00,TV-PG,2.0,A wild horse and a teenage girl forge an unbreakable bond which keeps them connected for a lifetime.,"331 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
208,s0354,Movie,1.0,2020-11-27 00:00:00,2020-01-01 00:00:00,TV-G,2.0,"A granddaughter brings joy on Christmas by mending a beloved Mickey, evoking memories of the past.","331 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
209,s0357,Movie,1.0,2020-11-25 00:00:00,2020-01-01 00:00:00,TV-14,2.0,An intimate musical concert featuring Taylor Swift performing every song from “folklore.”,"329 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
210,s0358,TV Show,1.0,2020-11-20 00:00:00,2019-01-01 00:00:00,TV-G,2.0,"Bia is filled with passion, after the loss of her sister she will rediscover music and find love.","689 days, 0:00:00",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
211,s0359,TV Show,1.0,2020-11-20 00:00:00,2020-01-01 00:00:00,TV-14,2.0,An anthology documentary series exploring the impact of the Marvel Comics Universe.,"324 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
212,s0362,Movie,1.0,2020-11-20 00:00:00,2020-01-01 00:00:00,TV-PG,1.0,The Real Right Stuff tells the story of the nation’s first astronauts.,"324 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
213,s0363,TV Show,1.0,2020-11-18 00:00:00,2020-01-01 00:00:00,TV-G,3.0,It's nothing but fun for Mickey and friends as they embark on their greatest adventures yet.,"322 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
214,s0364,Movie,1.0,2020-11-17 00:00:00,2020-01-01 00:00:00,TV-Y7-FV,3.0,"On the festive Life Day, Rey and BB-8 embark on an epic adventure across Star Wars history.","321 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
215,s0368,TV Show,1.0,2020-11-13 00:00:00,2020-01-01 00:00:00,TV-PG,2.0,"An inside look at the people, artistry, and culture of Pixar Animation Studios.","317 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
216,s0369,Movie,1.0,2020-11-13 00:00:00,2019-01-01 00:00:00,TV-G,1.0,"Discover the technical prowess behind Petra, a wonder in the middle of the desert.","682 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
217,s0370,Movie,0.0,2020-11-13 00:00:00,2019-01-01 00:00:00,TV-PG,1.0,"National Geographic reconstructs the Ulfberht, a Viking warrior’s ultimate weapon.","682 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
218,s0372,TV Show,0.0,2020-11-06 00:00:00,2019-01-01 00:00:00,TV-Y,2.0,Follow Nancy as she shows you how to be more Fancy!,"675 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219,s0377,Movie,1.0,2020-10-30 00:00:00,2020-01-01 00:00:00,TV-G,2.0,"Disney Channel Stars celebrate Halloween in a sketch comedy special with tricks, treats, and more!","303 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
220,s0378,TV Show,1.0,2020-10-30 00:00:00,2019-01-01 00:00:00,TV-14,3.0,"After the fall of the Empire, a lone gunfighter makes his way through the lawless galaxy.","668 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
221,s0380,TV Show,1.0,2020-10-30 00:00:00,2020-01-01 00:00:00,TV-PG,2.0,What if we could x-ray the Earth to reveal the origins of natural disasters? Now we can.,"303 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
222,s0381,TV Show,1.0,2020-10-23 00:00:00,2020-01-01 00:00:00,TV-PG,1.0,"Witness first hand stories combined with scientific insight, analysis and satellite mapping.","296 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
223,s0382,TV Show,0.0,2020-10-23 00:00:00,2019-01-01 00:00:00,TV-PG,2.0,"India From Above, a two-part aerial documentary of a nation and its people.","661 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
224,s0384,Movie,1.0,2020-10-23 00:00:00,2020-01-01 00:00:00,TV-PG,3.0,This new short film follows Olaf’s first steps as he comes to life and searches for his identity.,"296 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
225,s0385,Movie,1.0,2020-10-23 00:00:00,2019-01-01 00:00:00,TV-PG,1.0,Forensic experts scan Pompeii’s victims to investigate why they didn’t escape the eruption.,"661 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
226,s0388,Movie,1.0,2020-10-16 00:00:00,2020-01-01 00:00:00,PG-13,3.0,A young musician with months to live turns to music to make the most of the time he has left.,"289 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
227,s0389,Movie,1.0,2020-10-16 00:00:00,2020-01-01 00:00:00,TV-14,2.0,The quest to reveal what happened to the explorers who first set out to summit Mt. Everest.,"289 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
228,s0391,TV Show,1.0,2020-10-16 00:00:00,2020-01-01 00:00:00,TV-PG,2.0,"Meet the Chimps takes viewers inside the secret life of Chimp Haven, a unique wildlife sanctuary.","289 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
229,s0392,TV Show,1.0,2020-10-16 00:00:00,2019-01-01 00:00:00,TV-Y,3.0,Kit becomes a rocket-pack wearing superhero!,"654 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
230,s0393,Movie,0.0,2020-10-09 00:00:00,2019-01-01 00:00:00,TV-PG,1.0,Loïck Peyron investigates the 1978 Amoco Cadiz oil spill and its impact.,"647 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
231,s0395,TV Show,1.0,2020-10-09 00:00:00,2020-01-01 00:00:00,TV-14,2.0,The incredible story of the Mercury Seven astronauts and their extraordinary achievements.,"282 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
232,s0396,Movie,0.0,2020-10-09 00:00:00,2020-01-01 00:00:00,TV-14,2.0,Explore a rugged world where diverse species fight for survival.,"282 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
233,s0401,TV Show,1.0,2020-09-25 00:00:00,2020-01-01 00:00:00,TV-PG,2.0,Magic of Disney’s Animal Kingdom goes backstage at Walt Disney World Resort. Narrated by Josh Gad.,"268 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
234,s0402,Movie,1.0,2020-09-25 00:00:00,2020-01-01 00:00:00,TV-PG,3.0,"Sam, a rebellious royal, learns she is part of the Secret Society of Second-Born Royals.","268 days, 0:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
